Pallet ID,Pallet Title,LP,Category,Brand,Product Name,UPC,ASIN,Orig. Retail,Condition,Ave. Price per Unit
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX124502,Portable Audio,Echo,Refurbished Amazon Echo Or Echo Dot 2nd Generation (Refurbished B-Grade) Home Speakers Amazon Echo Dot - Black,689518369771,,$ 27.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV178102,Portable Audio,Fisher,Fisher True Wireless Earbuds With Charging Case Siri Google Assistant Ftw300k Black,694026820119,,$ 39.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX148497,Portable Audio,Skullcandy,Skullcandy Sesh True Wireless Bluetooth 5.0 Earbuds Red,878615099975,B07VMTLX25,$ 59.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV180925,Portable Audio,Skullcandy,SkullCandy Indy True Wireless Earbuds - Mint (S255W),,,$ 84.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX123640,Portable Audio,Zummy,Zummy Mini Retro Bluetooth Speaker Vintage Wireless Stereo Support Fm Radio Black,021893855478,,$ 49.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV182406,Portable Audio,Marquee Tech,Matte True Wireless Earbuds With Charging Case Screen Connect & Touch Controls Black,637459485593,,$ 99.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX258946,Portable Audio,2BOOM,2boom Tws150 True Wireless Earphones With Charging Case Bluetooth Built-In Mic Blue,669818914895,,$ 12.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX261184,Portable Audio,2Boom,2boom True Wireless Bluetooth Earphones with Charging Case - Black,669818914857,,$ 14.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV178437,Portable Audio,Toshiba,Toshiba Air Pro True Wireless Headphones - Rose Gold (RZE-BT1000),818723021390,,$ 149.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX148455,Portable Audio,Toshiba,Toshiba Air Pro True Wireless Headphones - Rose Gold (RZE-BT1000),818723021390,,$ 149.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX135317,Portable Audio,LAX Gadgets,Lax Gadgets Portable Wireless Bluetooth LED Speaker With Disco Lights Green 2-Pack,,,$ 49.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX148218,Portable Audio,Skullcandy,Skullcandy Indy True Wireless Earbuds Pink,810015586525,,$ 84.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPBV125990,Portable Audio,BH Classics,Vibes Air Wireless Headphones Lightweight Stereo Noise-Cancelling Earbuds White,712038561643,B074B6HS23,$ 39.99,Uninspected Returns,$ 22.61
CSAA182385,"Portable Audio - beats by dre, Beats, GPB1 LLC",LPXX148527,Portable Audio,MOBILESTAR LLC,Aduro AQUA Sound Bluetooth Shower Speaker with Mic and Controls Emoji 2 Pack,,,$ 127.18,Uninspected Returns,$ 22.61
